Country,ccode,year,Approval_Smoothed,Approval_Not_Smoothed,NET_Smoothed,NET_Not_Smoothed,Relative_Smoothed,Relative_Not_Smoothed
Canada,Canada,2004,47.107288,47.593491,20.971201,19.48175,63.371201,61.742699
Canada,Canada,2005,42.314838,40.743351,8.9634628,1.195033,56.463631,50.702831
Canada,Canada,2006,49.038361,50.488079,19.97551,20.35042,62.609058,60.35659
Canada,Canada,2007,47.278091,46.043751,18.15443,13.22436,62.17635,58.280418
Canada,Canada,2008,43.325699,42.075111,8.9771948,4.5268269,56.31023,52.37294
Canada,Canada,2009,42.860249,42.619732,7.6741929,5.31393,55.989559,53.32972
Canada,Canada,2010,42.091129,41.90028,2.8755741,.35731271,52.455059,49.766659
Canada,Canada,2011,46.200439,47.19788,12.47296,14.93317,58.33075,59.071411
Canada,Canada,2012,40.847809,39.512562,-1.619378,-4.30439,49.915901,48.365311
Canada,Canada,2013,33.05862,31.92256,-17.208441,-18.835489,41.39679,40.237701
Canada,Canada,2014,37.102589,38.870251,-9.8872747,-7.9757552,45.88023,45.719101
Canada,Canada,2015,38.52483,39.835522,-8.7177572,-4.8686061,47.007332,48.92728
Canada,Canada,2016,54.314159,57.74765,17.89188,26.745541,58.279621,63.748341
Canada,Canada,2017,52.189571,50.369041,13.9058,12.5471,55.377731,56.309921
Canada,Canada,2018,44.8578,42.261452,1.04254,-3.9991341,50.14716,47.851269
Chile,Chile,1990,67.304138,67.43824,42.171101,42.125149,73.457542,73.85601
Chile,Chile,1991,62.932159,60.595131,38.337608,36.092949,72.05114,71.859962
Chile,Chile,1992,58.2766,56.25153,31.2624,27.81287,68.226936,67.203278
Chile,Chile,1993,57.377739,57.418621,29.68413,29.368509,67.550293,67.838852
Chile,Chile,1994,60.286251,61.880798,34.182442,36.45063,69.662247,70.872322
Chile,Chile,1995,53.0392,49.99054,23.959209,19.112801,64.324867,62.826462
Chile,Chile,1996,48.883911,47.56852,14.79365,10.86067,58.53455,56.891548
Chile,Chile,1997,45.542709,44.838348,8.7072773,6.8321052,55.09977,54.561192
Chile,Chile,1998,44.524891,45.278149,5.909997,6.235744,53.616661,54.107559
Chile,Chile,1999,40.4981,39.791409,-2.197464,-4.3799319,48.498039,47.71574
Chile,Chile,2000,46.796391,51.662868,9.4436483,18.03389,56.491348,61.08588
Chile,Chile,2001,45.22467,46.0238,5.3864999,5.600409,53.395889,53.582901
Chile,Chile,2002,45.266171,46.697121,5.671535,8.0221577,53.817299,55.28458
Chile,Chile,2003,46.765388,49.250278,8.3041964,12.08057,55.665649,57.853451
Chile,Chile,2004,52.119122,56.306499,17.62463,24.72542,61.1675,64.828194
Chile,Chile,2005,55.503551,58.501301,23.07439,27.804831,63.689548,66.138618
Chile,Chile,2006,53.809711,53.188831,19.38743,18.142771,60.968529,60.79792
Chile,Chile,2007,46.431091,43.855911,6.1529641,.7992478,52.943501,50.829342
Chile,Chile,2008,44.061661,44.57856,3.620116,4.6672549,52.640369,53.74749
Chile,Chile,2009,55.375511,63.690849,23.642799,36.91811,64.310432,70.53672
Chile,Chile,2010,50.333481,48.870461,14.24561,10.95036,57.949638,56.84584
Chile,Chile,2011,37.44408,31.54417,-11.68129,-24.60108,42.136219,36.437119
Chile,Chile,2012,32.90345,32.681252,-20.169081,-21.30205,38.182442,38.164089
Chile,Chile,2013,32.759789,35.337212,-19.599689,-14.74293,39.1175,41.79089
Chile,Chile,2014,38.599861,44.46513,-7.3874331,3.6556709,46.867249,52.49276
Chile,Chile,2015,34.222401,33.801521,-17.38365,-19.633801,40.384651,39.505329
Chile,Chile,2016,27.840599,26.761681,-29.430759,-31.944901,33.152721,32.302361
Chile,Chile,2017,27.58477,29.90564,-28.85671,-24.118,33.858601,36.402309
Chile,Chile,2018,36.577381,44.454708,-10.86947,3.7113039,45.181801,52.632729
Chile,Chile,2019,37.495079,39.990089,-8.2265921,-3.37918,45.85619,48.106579
Colombia,Colombia,1994,59.3479,59.3479,24.513809,24.513809,64.454643,64.454643
Colombia,Colombia,1995,51.549351,51.549351,13.40118,13.40118,58.027119,58.027119
Colombia,Colombia,1996,42.27623,42.27623,-3.6227591,-3.6227591,48.232349,48.232349
Colombia,Colombia,1997,37.591412,37.591412,-14.82567,-14.82567,41.85725,41.85725
Colombia,Colombia,1998,38.459591,38.459591,-11.9355,-11.9355,43.671429,43.671429
Colombia,Colombia,1999,32.392319,32.392319,-25.9916,-25.9916,36.01506,36.01506
Colombia,Colombia,2000,29.5959,29.5959,-30.274521,-30.274521,33.308769,33.308769
Colombia,Colombia,2001,30.470591,30.470591,-29.45999,-29.45999,34.085751,34.085751
Colombia,Colombia,2002,41.009769,41.009769,1.750669,1.750669,51.441921,51.441921
Colombia,Colombia,2003,62.515171,62.515171,34.204208,34.204208,68.601936,68.601936
Colombia,Colombia,2004,64.856628,64.856628,37.869301,37.869301,69.90963,69.90963
Colombia,Colombia,2005,62.445412,62.445412,32.8666,32.8666,67.519012,67.519012
Colombia,Colombia,2006,61.12199,61.12199,30.7451,30.7451,66.548157,66.548157
Colombia,Colombia,2007,59.893429,59.893429,27.455391,27.455391,64.739212,64.739212
Colombia,Colombia,2008,68.511612,68.511612,43.31918,43.31918,72.399673,72.399673
Colombia,Colombia,2009,61.609718,61.609718,31.26782,31.26782,66.465233,66.465233
Colombia,Colombia,2010,63.27013,63.27013,34.868961,34.868961,68.775223,68.775223
Colombia,Colombia,2011,60.139931,60.139931,29.965321,29.965321,66.327477,66.327477
Colombia,Colombia,2012,54.297581,54.297581,17.419451,17.419451,59.759022,59.759022
Colombia,Colombia,2013,41.230629,41.230629,-7.4283171,-7.4283171,46.189732,46.189732
Colombia,Colombia,2014,40.79211,40.79211,-7.197258,-7.197258,46.387619,46.387619
Colombia,Colombia,2015,39.435188,39.435188,-10.80137,-10.80137,44.337399,44.337399
Colombia,Colombia,2016,31.695761,31.695761,-26.366449,-26.366449,35.946419,35.946419
Colombia,Colombia,2017,26.689381,26.689381,-40.99934,-40.99934,28.68788,28.68788
Colombia,Colombia,2018,35.979622,35.979622,-19.95858,-19.95858,40.148849,40.148849
Costa Rica,Costa Rica,1978,53.424141,51.253059,29.496281,28.23348,70.693901,69.859131
Costa Rica,Costa Rica,1979,37.534458,32.756451,3.0837121,.66202402,52.70237,51.338032
Costa Rica,Costa Rica,1980,25.13513,22.412849,-17.679899,-19.11821,34.998669,34.144051
Costa Rica,Costa Rica,1981,14.5859,13.36219,-46.59853,-47.601742,16.788799,16.553551
Costa Rica,Costa Rica,1982,23.4725,26.455641,-16.563021,-14.03132,39.137981,40.617088
Costa Rica,Costa Rica,1983,45.363892,49.95858,28.114241,31.66235,72.01088,73.7593
Costa Rica,Costa Rica,1984,41.80867,39.908821,14.2239,12.70059,61.127441,60.049068
Costa Rica,Costa Rica,1985,43.413071,42.72422,19.093719,18.64443,65.72422,65.334541
Costa Rica,Costa Rica,1986,56.15799,57.1101,37.485168,37.557442,76.391129,76.085251
Costa Rica,Costa Rica,1987,59.760399,58.025539,42.07811,40.948101,78.145882,77.205551
Costa Rica,Costa Rica,1988,46.023411,40.968048,17.572281,14.5873,63.441441,61.832981
Costa Rica,Costa Rica,1989,54.716572,54.69471,31.525261,31.236839,69.413551,68.95182
Costa Rica,Costa Rica,1990,51.22604,48.272369,15.77072,13.76309,58.727921,57.614029
Costa Rica,Costa Rica,1991,33.828411,28.96888,-9.1398602,-10.96711,43.088131,42.23661
Costa Rica,Costa Rica,1992,37.358181,37.595879,5.7025962,6.2881718,54.608318,54.953701
Costa Rica,Costa Rica,1993,39.811371,39.59803,13.8794,14.11881,61.446331,61.468021
Costa Rica,Costa Rica,1994,44.543869,44.78595,22.990499,23.02417,68.22319,68.030617
Costa Rica,Costa Rica,1995,28.683861,24.924299,-19.00304,-22.174459,35.862999,34.016411
Costa Rica,Costa Rica,1996,20.54002,19.4424,-31.80665,-32.014542,26.062901,26.060221
Costa Rica,Costa Rica,1997,20.59396,21.60561,-28.09573,-26.91427,29.06669,29.855261
Costa Rica,Costa Rica,1998,28.013281,30.57929,-7.956955,-5.8988438,44.64629,45.820412
Costa Rica,Costa Rica,1999,27.45887,27.643921,-6.7424598,-6.3636179,44.78672,44.917542
Costa Rica,Costa Rica,2000,26.451571,26.47533,-8.9277668,-8.6793671,43.085812,43.22258
Costa Rica,Costa Rica,2001,32.850769,34.11063,7.0352659,8.076889,56.03437,56.568489
Costa Rica,Costa Rica,2002,44.940071,46.929619,23.41922,23.72353,67.60244,67.645012
Costa Rica,Costa Rica,2003,38.275452,35.653252,4.983572,2.7470181,53.312481,51.885189
Costa Rica,Costa Rica,2004,39.054241,38.493649,11.51002,11.65667,59.372391,59.42458
Costa Rica,Costa Rica,2005,32.843472,30.79373,-10.07841,-11.79011,42.84441,41.803799
Costa Rica,Costa Rica,2006,40.762569,42.431358,8.532073,10.14675,56.64447,57.543941
Costa Rica,Costa Rica,2007,48.249931,48.521919,24.02206,23.906281,67.256927,66.984917
Costa Rica,Costa Rica,2008,45.752312,43.566448,17.458879,15.88508,62.425838,61.376431
Costa Rica,Costa Rica,2009,53.576229,53.463032,28.59758,29.011089,69.713638,69.763779
Costa Rica,Costa Rica,2010,52.628159,50.249439,22.48621,20.95495,65.073517,64.120628
Costa Rica,Costa Rica,2011,41.44643,37.388069,8.4212389,6.7474418,56.865528,55.87825
Costa Rica,Costa Rica,2012,35.556011,33.546371,-14.04232,-15.54073,40.649239,39.824848
Costa Rica,Costa Rica,2013,22.56761,19.85063,-35.970268,-36.99464,26.474001,25.946859
Costa Rica,Costa Rica,2014,33.64949,36.54512,-22.21269,-19.20583,36.453171,38.194672
Costa Rica,Costa Rica,2015,27.66843,26.17625,-24.64522,-25.045389,35.156368,34.73135
Costa Rica,Costa Rica,2016,25.99991,26.17421,-19.571289,-18.165039,36.764149,37.601318
Costa Rica,Costa Rica,2017,37.648609,39.885021,3.676661,5.3303409,53.709141,54.472858
Costa Rica,Costa Rica,2018,38.326721,38.07103,,,,
Costa Rica,Costa Rica,2019,35.077412,33.936539,,,,
Croatia,Croatia,2007,61.023682,61.17564,,,,
Croatia,Croatia,2008,53.022308,53.003571,,,,
Croatia,Croatia,2009,45.078941,44.773499,,,,
Croatia,Croatia,2010,46.328098,46.489738,,,,
Croatia,Croatia,2011,46.070599,46.152302,-.66308928,-.86126602,58.048191,58.312778
Croatia,Croatia,2012,46.529968,46.71101,12.05851,13.72587,64.433723,65.800339
Croatia,Croatia,2013,46.606319,46.7267,9.9907379,9.6463938,63.496231,63.854809
Croatia,Croatia,2014,41.08799,41.020069,-2.2268,-3.3162701,56.746311,56.445728
Croatia,Croatia,2015,39.104752,39.108959,-4.971179,-5.110786,54.588268,54.910542
Croatia,Croatia,2016,36.642502,36.704781,-11.45203,-11.71637,51.80302,52.072151
Croatia,Croatia,2017,32.941231,32.92844,-23.759701,-24.59926,43.015308,42.504452
Croatia,Croatia,2018,36.09256,36.32048,-16.48547,-15.27261,48.563229,49.99057
Czech Republic_EXEC,Czech Republic_EXEC,1990,78.991631,78.994911,66.214142,66.181511,86.226158,86.226768
Czech Republic_EXEC,Czech Republic_EXEC,1991,77.085243,77.088608,61.478889,61.44519,83.239197,83.239799
Czech Republic_EXEC,Czech Republic_EXEC,1992,73.818893,73.822388,55.410801,55.375771,80.086617,80.087219
Czech Republic_EXEC,Czech Republic_EXEC,1993,60.57106,60.575111,30.91325,30.872761,67.088226,67.088821
Czech Republic_EXEC,Czech Republic_EXEC,1994,61.310188,61.314209,31.67309,31.632771,67.348541,67.349129
Czech Republic_EXEC,Czech Republic_EXEC,1995,66.567871,66.571442,38.328468,38.29668,70.527901,70.528374
Czech Republic_EXEC,Czech Republic_EXEC,1996,71.057053,71.060677,51.390862,51.354622,78.309967,78.310577
Czech Republic_EXEC,Czech Republic_EXEC,1997,65.332413,65.336166,35.154652,35.120041,68.007599,68.008102
Czech Republic_EXEC,Czech Republic_EXEC,1998,52.21368,52.21701,9.7447414,9.7176647,55.53513,55.535412
Czech Republic_EXEC,Czech Republic_EXEC,1999,40.777691,40.78196,-11.6993,-11.74317,44.81673,44.817242
Czech Republic_EXEC,Czech Republic_EXEC,2000,44.304031,44.30793,-5.0442328,-5.0859151,48.131699,48.132179
Czech Republic_EXEC,Czech Republic_EXEC,2001,43.90501,43.909481,-1.246563,-1.296497,49.948021,49.948662
Czech Republic_EXEC,Czech Republic_EXEC,2002,43.290722,43.295231,2.438061,2.3874459,51.443958,51.444611
Czech Republic_EXEC,Czech Republic_EXEC,2003,51.662182,51.666088,20.85339,20.816629,62.726501,62.726952
Czech Republic_EXEC,Czech Republic_EXEC,2004,64.736031,64.742378,42.79261,42.743671,74.144348,74.145088
Czech Republic_EXEC,Czech Republic_EXEC,2005,63.390259,63.39584,39.742378,39.696732,72.33493,72.335617
Czech Republic_EXEC,Czech Republic_EXEC,2006,63.565189,63.568661,39.09391,39.06591,71.831932,71.832321
Czech Republic_EXEC,Czech Republic_EXEC,2007,62.045769,62.053921,37.47934,37.399738,70.850861,70.852074
Czech Republic_EXEC,Czech Republic_EXEC,2008,57.15918,57.164619,27.416651,27.36429,65.470284,65.471031
Czech Republic_EXEC,Czech Republic_EXEC,2009,54.416012,54.421188,24.15597,24.104839,63.87339,63.874111
Czech Republic_EXEC,Czech Republic_EXEC,2010,58.874451,58.87524,31.25099,31.23863,67.68544,67.685608
Czech Republic_EXEC,Czech Republic_EXEC,2011,51.826618,51.83313,18.689091,18.61894,60.852482,60.8535
Czech Republic_EXEC,Czech Republic_EXEC,2012,46.446041,46.45306,9.2079258,9.1178808,56.059662,56.060951
Czech Republic_EXEC,Czech Republic_EXEC,2013,34.273609,34.280621,-12.06468,-12.16608,43.15102,43.15234
Czech Republic_EXEC,Czech Republic_EXEC,2014,39.252731,39.255692,-6.0275722,-6.063961,46.576141,46.57658
Czech Republic_EXEC,Czech Republic_EXEC,2015,41.188141,41.189411,-4.368206,-4.3878341,47.450539,47.45071
Czech Republic_EXEC,Czech Republic_EXEC,2016,50.818169,50.823132,14.5121,14.46259,58.127048,58.127708
Czech Republic_EXEC,Czech Republic_EXEC,2017,43.611259,43.616692,2.265069,2.2085431,51.390419,51.391178
Czech Republic_EXEC,Czech Republic_EXEC,2018,48.707062,48.711288,9.5124083,9.4667091,55.294182,55.294788
Czech Republic_Gov,Czech Republic_Gov,1991,59.583618,52.121819,27.32913,17.36569,65.181862,59.803921
Czech Republic_Gov,Czech Republic_Gov,1992,51.70266,40.969219,15.34827,-1.546347,58.00806,48.418152
Czech Republic_Gov,Czech Republic_Gov,1993,48.083809,40.969219,9.2976599,-1.546347,54.477089,48.418152
Czech Republic_Gov,Czech Republic_Gov,1994,46.42207,40.969219,6.241962,-1.546347,52.73914,48.418152
Czech Republic_Gov,Czech Republic_Gov,1995,45.659019,40.969219,4.6987638,-1.546347,51.883709,48.418152
Czech Republic_Gov,Czech Republic_Gov,1996,46.552959,42.69537,6.3428092,2.1884489,52.99004,50.787449
Czech Republic_Gov,Czech Republic_Gov,1997,48.016891,44.374512,9.4364328,5.830626,54.973961,53.106091
Czech Republic_Gov,Czech Republic_Gov,1998,73.352257,78.414711,47.428921,61.051319,77.665627,86.684921
Czech Republic_Gov,Czech Republic_Gov,1999,74.659088,62.736671,52.040779,36.621769,80.831848,71.896439
Czech Republic_Gov,Czech Republic_Gov,2000,76.483368,63.659229,53.88612,33.260422,82.428413,70.301041
Czech Republic_Gov,Czech Republic_Gov,2001,65.25695,48.876598,39.250271,15.01042,72.82756,58.265831
Czech Republic_Gov,Czech Republic_Gov,2002,59.087559,49.974548,33.425678,20.58971,68.883171,61.62793
Czech Republic_Gov,Czech Republic_Gov,2003,56.409519,49.184601,31.697321,19.474119,68.282448,61.66589
Czech Republic_Gov,Czech Republic_Gov,2004,44.20396,32.563599,9.2234592,-15.44402,53.49752,39.002682
Czech Republic_Gov,Czech Republic_Gov,2005,40.53508,38.791611,5.2843318,2.8150871,50.59164,49.75769
Czech Republic_Gov,Czech Republic_Gov,2006,50.809139,54.098309,18.79958,22.826571,59.963669,63.71183
Czech Republic_Gov,Czech Republic_Gov,2007,40.059582,31.357269,-2.5225329,-19.70492,47.165951,37.228779
Czech Republic_Gov,Czech Republic_Gov,2008,39.029919,36.893162,-8.2270756,-13.39115,44.219299,41.519482
Czech Republic_Gov,Czech Republic_Gov,2009,38.097939,36.17625,-12.57409,-15.68256,42.078972,40.4282
Czech Republic_Gov,Czech Republic_Gov,2010,50.907551,58.882801,12.21265,33.531139,56.872082,69.588799
Czech Republic_Gov,Czech Republic_Gov,2011,44.333649,36.894409,1.739601,-9.7956562,50.12019,43.236839
Czech Republic_Gov,Czech Republic_Gov,2012,39.192108,32.91774,-14.29937,-27.247709,42.144421,35.31966
Czech Republic_Gov,Czech Republic_Gov,2013,29.96068,23.44315,-35.720539,-47.288681,31.884621,25.72604
Czech Republic_Gov,Czech Republic_Gov,2014,38.144989,44.26973,-12.07292,9.0396843,43.97361,54.252392
Czech Republic_Gov,Czech Republic_Gov,2015,48.371979,53.708229,11.23057,26.77582,57.418449,65.861366
Czech Republic_Gov,Czech Republic_Gov,2016,50.822289,48.543091,17.311279,14.23473,60.59306,58.28207
Czech Republic_Gov,Czech Republic_Gov,2017,47.4795,41.79845,16.22028,7.2540932,59.085468,53.320461
Czech Republic_Gov,Czech Republic_Gov,2018,48.387508,46.561031,17.986231,14.42318,59.70726,57.70528
Czech Republic_PM,Czech Republic_PM,1998,71.060257,59.50988,51.100979,30.66218,79.75415,67.48587
Czech Republic_PM,Czech Republic_PM,1999,59.548222,37.010159,36.678349,3.941766,72.199112,53.907341
Czech Republic_PM,Czech Republic_PM,2000,59.825211,53.301331,42.85495,34.089272,78.318764,74.411034
Czech Republic_PM,Czech Republic_PM,2001,51.634838,36.9147,28.606859,-.31800979,69.272507,50.453281
Czech Republic_PM,Czech Republic_PM,2002,40.770012,26.885281,9.0181131,-18.13162,56.061218,38.089939
Czech Republic_PM,Czech Republic_PM,2003,44.67667,49.384998,18.50762,24.85339,63.271591,67.670059
Czech Republic_PM,Czech Republic_PM,2004,35.323681,25.7603,-1.1867141,-23.940399,49.905708,34.576488
Czech Republic_PM,Czech Republic_PM,2005,33.206329,34.286442,-3.897428,-3.3822801,48.18858,48.271832
Czech Republic_PM,Czech Republic_PM,2006,42.693409,55.868881,11.09218,27.86137,57.333279,66.904778
Czech Republic_PM,Czech Republic_PM,2007,33.332821,24.59878,-10.11747,-30.853109,43.794788,31.07234
Czech Republic_PM,Czech Republic_PM,2008,26.078369,23.22476,-27.77751,-36.083641,32.665001,28.098089
Czech Republic_PM,Czech Republic_PM,2009,21.57443,24.34709,-41.39098,-38.402142,24.679609,27.748461
Czech Republic_PM,Czech Republic_PM,2010,39.954182,66.481308,-3.355999,49.738731,48.104778,79.905403
Czech Republic_PM,Czech Republic_PM,2011,34.857891,31.38368,-13.12372,-17.68807,41.97427,39.421558
Czech Republic_PM,Czech Republic_PM,2012,30.20339,29.31093,-22.76812,-22.89245,35.998428,36.417931
Czech Republic_PM,Czech Republic_PM,2013,19.008261,13.72484,-50.35091,-61.485901,20.09881,15.31708
Czech Republic_PM,Czech Republic_PM,2014,21.002581,32.75145,-40.81987,-8.0542116,25.5471,45.087601
Czech Republic_PM,Czech Republic_PM,2015,29.1537,46.155682,-20.24309,17.71225,39.15678,62.777641
Czech Republic_PM,Czech Republic_PM,2016,30.713499,38.064758,-14.76055,1.1848119,42.626221,51.900909
Czech Republic_PM,Czech Republic_PM,2017,26.362801,27.32975,-20.76403,-17.05234,37.963551,39.11372
Czech Republic_PM,Czech Republic_PM,2018,30.13938,40.798809,-15.13638,1.1609221,41.439442,51.23835
Czech Republic_Pres,Czech Republic_Pres,1990,78.733841,78.733841,69.660362,69.660362,89.686363,89.686363
Czech Republic_Pres,Czech Republic_Pres,1991,76.746964,76.746964,64.371147,64.371147,86.172417,86.172417
Czech Republic_Pres,Czech Republic_Pres,1992,73.476151,73.476151,57.850361,57.850361,82.607002,82.607002
Czech Republic_Pres,Czech Republic_Pres,1993,60.00605,60.00605,31.06061,31.06061,67.61338,67.61338
Czech Republic_Pres,Czech Republic_Pres,1994,60.75758,60.75758,31.89155,31.89155,67.913651,67.913651
Czech Republic_Pres,Czech Republic_Pres,1995,66.148552,66.148552,39.456699,39.456699,71.762581,71.762581
Czech Republic_Pres,Czech Republic_Pres,1996,70.665962,70.665962,53.441422,53.441422,80.549507,80.549507
Czech Republic_Pres,Czech Republic_Pres,1997,64.962067,64.962067,36.232521,36.232521,69.021004,69.021004
Czech Republic_Pres,Czech Republic_Pres,1998,51.503719,51.503719,8.6713953,8.6713953,54.909061,54.909061
Czech Republic_Pres,Czech Republic_Pres,1999,39.743622,39.743622,-15.76214,-15.76214,41.87706,41.87706
Czech Republic_Pres,Czech Republic_Pres,2000,43.312679,43.312679,-8.1932173,-8.1932173,45.90789,45.90789
Czech Republic_Pres,Czech Republic_Pres,2001,42.875751,42.875751,-4.641881,-4.641881,47.453789,47.453789
Czech Republic_Pres,Czech Republic_Pres,2002,42.254589,42.254589,-.4860701,-.4860701,49.25013,49.25013
Czech Republic_Pres,Czech Republic_Pres,2003,50.794472,50.794472,20.397791,20.397791,62.923141,62.923141
Czech Republic_Pres,Czech Republic_Pres,2004,64.771179,64.771179,44.374008,44.374008,75.834961,75.834961
Czech Republic_Pres,Czech Republic_Pres,2005,63.117981,63.117981,40.361649,40.361649,73.401627,73.401627
Czech Republic_Pres,Czech Republic_Pres,2006,63.15963,63.15963,41.096298,41.096298,73.995689,73.995689
Czech Republic_Pres,Czech Republic_Pres,2007,63.328388,63.328388,40.12265,40.12265,72.968002,72.968002
Czech Republic_Pres,Czech Republic_Pres,2008,56.698769,56.698769,26.753519,26.753519,65.372261,65.372261
Czech Republic_Pres,Czech Republic_Pres,2009,53.842911,53.842911,23.140961,23.140961,63.48793,63.48793
Czech Republic_Pres,Czech Republic_Pres,2010,57.204529,57.204529,31.006491,31.006491,68.332382,68.332382
Czech Republic_Pres,Czech Republic_Pres,2011,52.008091,52.008091,18.95549,18.95549,60.97908,60.97908
Czech Republic_Pres,Czech Republic_Pres,2012,46.53867,46.53867,8.1472149,8.1472149,55.133499,55.133499
Czech Republic_Pres,Czech Republic_Pres,2013,33.151772,33.151772,-18.366779,-18.366779,37.990601,37.990601
Czech Republic_Pres,Czech Republic_Pres,2014,36.612041,36.612041,-13.0441,-13.0441,41.589809,41.589809
Czech Republic_Pres,Czech Republic_Pres,2015,38.473492,38.473492,-10.57232,-10.57232,43.125778,43.125778
Czech Republic_Pres,Czech Republic_Pres,2016,50.1474,50.1474,13.32057,13.32057,57.464272,57.464272
Czech Republic_Pres,Czech Republic_Pres,2017,42.63945,42.63945,-.83573288,-.83573288,49.07016,49.07016
Czech Republic_Pres,Czech Republic_Pres,2018,47.562382,47.562382,6.7878799,6.7878799,53.455601,53.455601
Denmark,Denmark,1946,52.329842,48.44141,10.05453,8.1217394,58.09449,56.085419
Denmark,Denmark,1947,51.656952,46.96843,8.0691681,4.233849,56.994221,54.079102
Denmark,Denmark,1948,51.484001,47.41032,15.26701,20.85458,63.36525,66.911087
Denmark,Denmark,1949,51.58952,47.852219,19.788931,20.562981,66.862503,66.258499
Denmark,Denmark,1950,46.399792,36.362961,15.29427,5.9833999,62.30957,54.079102
Denmark,Denmark,1951,42.297722,33.71159,10.60684,2.4842989,57.933109,51.104309
Denmark,Denmark,1952,41.223911,36.362961,10.39357,8.0245409,57.84724,55.779812
Denmark,Denmark,1953,48.700378,54.038738,18.435579,24.06208,64.105858,67.3004
Denmark,Denmark,1954,41.829739,29.88184,8.6632919,-5.2914791,57.28717,47.966221
Denmark,Denmark,1955,37.598801,28.998051,-.15201791,-10.15134,50.731819,43.5266
Denmark,Denmark,1956,36.18404,31.06023,-3.607636,-5.6802678,48.131908,46.034069
Denmark,Denmark,1957,35.395969,31.06023,-3.9447491,-1.889576,47.413898,47.62122
Denmark,Denmark,1958,36.571911,34.595379,-.4674741,5.4002161,50.11935,53.370819
Denmark,Denmark,1959,40.430698,41.608559,7.8492599,17.29892,58.193821,65.124359
Denmark,Denmark,1960,45.56699,48.146809,16.6017,23.867689,66.027763,70.498108
Denmark,Denmark,1961,49.100979,49.619789,21.35981,22.020941,68.901978,67.069031
Denmark,Denmark,1962,44.609852,35.479172,16.96109,7.2955618,64.186157,55.260509
Denmark,Denmark,1963,41.300659,33.71159,12.8688,4.8170328,59.965721,52.739819
Denmark,Denmark,1964,42.283428,39.898121,14.83678,13.85638,62.150509,61.377831
Denmark,Denmark,1965,37.582371,28.408859,6.1360378,-5.6802678,54.554798,45.124882
Denmark,Denmark,1966,34.761829,27.96697,-.40611571,-7.4298182,49.249889,43.835709
Denmark,Denmark,1967,32.786949,27.083179,-5.566699,-9.179368,45.427738,42.743992
Denmark,Denmark,1968,37.74284,40.340012,1.478068,11.23205,51.648258,58.334969
Denmark,Denmark,1969,35.86055,30.176439,-2.313482,-5.097084,48.550861,45.848839
Denmark,Denmark,1970,36.16708,33.1731,-2.3876491,-.48027781,48.674969,49.485538
Denmark,Denmark,1971,34.574909,29.282681,-4.8314838,-5.1126041,46.504848,45.390499
Denmark,Denmark,1972,33.486172,28.840851,-5.0918579,-2.4887149,45.99025,46.860062
Denmark,Denmark,1973,30.255779,23.097031,-14.95175,-21.43903,40.740318,37.86887
Denmark,Denmark,1974,33.52636,34.202049,-10.78397,-.69447398,43.77317,49.217171
Denmark,Denmark,1975,34.851151,33.107021,-6.3789458,2.6557751,46.63311,51.086571
Denmark,Denmark,1976,34.243591,30.161671,-5.8611488,-1.91146,46.44479,47.59306
Denmark,Denmark,1977,35.250671,33.107021,-3.58705,1.878374,47.931271,50.507389
Denmark,Denmark,1978,35.071621,31.48708,-2.255976,1.586848,48.39706,49.713902
Denmark,Denmark,1979,33.357262,27.95265,-4.8082681,-5.1182418,45.900581,44.641861
Denmark,Denmark,1980,31.25861,25.4491,-11.32134,-14.64141,42.062481,40.394199
Denmark,Denmark,1981,30.475809,26.345409,-13.91369,-11.52276,40.384022,41.557999
Denmark,Denmark,1982,33.59111,34.06657,-10.19698,-.68220001,43.566341,49.285641
Denmark,Denmark,1983,44.443958,53.991039,5.0018868,24.369659,55.458431,67.483681
Denmark,Denmark,1984,48.009579,48.59304,11.24703,17.2728,59.96452,62.593109
Denmark,Denmark,1985,48.530571,45.41721,13.96617,14.71971,61.792271,60.958672
Denmark,Denmark,1986,47.857571,43.269119,15.25041,13.15784,62.156288,59.347679
Denmark,Denmark,1987,43.723431,35.058128,9.6009579,.69142348,57.433331,50.42878
Denmark,Denmark,1988,39.141941,30.057091,2.676455,-5.734961,52.01968,45.705742
Denmark,Denmark,1989,35.13559,26.867451,-1.7161011,-5.675005,47.675629,43.727379
Denmark,Denmark,1990,33.58886,28.37781,-4.0830908,-4.491457,45.767208,45.152519
Denmark,Denmark,1991,34.946972,33.2365,-1.3115799,3.9667201,48.354389,51.989719
Denmark,Denmark,1992,36.510651,35.003288,-.71427327,1.63343,49.35857,50.977982
Denmark,Denmark,1993,33.888611,26.49851,-3.5958769,-6.0119562,46.65411,43.995159
Denmark,Denmark,1994,32.412392,27.81284,-5.608367,-4.6803498,45.006729,45.192341
Denmark,Denmark,1995,32.509109,29.10058,-6.6751561,-4.670404,44.380508,45.538582
Denmark,Denmark,1996,32.844452,30.20833,-5.3724742,-.3820543,45.205891,47.97229
Denmark,Denmark,1997,34.47435,33.39468,-1.903299,4.7283049,48.229889,52.59967
Denmark,Denmark,1998,34.042198,30.15254,-3.083369,-2.0575769,47.13393,47.186981
Denmark,Denmark,1999,38.241421,39.859032,.61451173,4.970994,49.61121,51.983879
Denmark,Denmark,2000,36.934311,31.97224,.99186581,3.2131741,49.933819,51.060089
